bbl,address,lotarea,zonedist1,landuse,overlay1,max_height,maxComm,maxResi,WAREHOUSES,INDUSTRIAL/RETAIL,MAKERS/OFFICE,HOUSING UNITS,RESIDENTS (PPL),current_height,current_RESIDENTS (PPL),current_WAREHOUSES,current_INDUSTRIAL/RETAIL,current_OFFICE,total_JOBS
3006030035,162 BEARD STREET,5400.0,M1-1/R5,Multi-Family Walk-Up Buildings,,60.0,5400.0,6750.0,1.0,9.0,27.0,8.0,21.0,44.0,8.0,0.0,0.0,0.0,0.0
3005770004,177 RICHARDS STREET,2467.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,3083.75,0.0,0.0,0.0,4.0,10.0,44.0,21.0,0.0,0.0,0.0,0.0
3005990013,49 COFFEY STREET,2500.0,M1-1,One & Two Family Buildings,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0
3006030040,172 BEARD STREET,1500.0,M1-1/R5,One & Two Family Buildings,,60.0,1500.0,1875.0,0.0,2.0,7.0,2.0,5.0,22.0,2.0,0.0,0.0,0.0,0.0
3005310001,289 VAN BRUNT STREET,1488.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1488.0,1860.0,0.0,2.0,7.0,2.0,5.0,33.0,5.0,0.0,1.0,0.0,1.0
3005890012,40 OTSEGO STREET,4673.0,M1-1,Parking Facilities,,30.0,4673.0,0.0,1.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005640114,153 SULLIVAN STREET,1917.0,M2-1,One & Two Family Buildings,,60.0,3834.0,0.0,1.0,6.0,19.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3005860032,132 COFFEY STREET,3000.0,R5,One & Two Family Buildings,C1-3,30.0,3000.0,3750.0,1.0,5.0,15.0,4.0,10.0,22.0,5.0,0.0,0.0,0.0,0.0
3006000022,76 OTSEGO STREET,8794.0,M1-1,Industrial & Manufacturing,,30.0,8794.0,0.0,2.0,14.0,43.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,2.0
3005310051,120 PIONEER STREET,1667.0,R5,One & Two Family Buildings,,30.0,0.0,2083.75,0.0,0.0,0.0,2.0,5.0,22.0,5.0,0.0,0.0,0.0,0.0
3005170044,274 VAN BRUNT STREET,1680.0,M2-1,,,60.0,3360.0,0.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005560002,327 VAN BRUNT STREET,1429.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1429.0,1786.25,0.0,2.0,7.0,2.0,5.0,33.0,5.0,0.0,1.0,0.0,1.0
3006030022,428 VAN BRUNT STREET,1800.0,M1-1/R5,Multi-Family Walk-Up Buildings,,60.0,1800.0,2250.0,0.0,3.0,9.0,2.0,5.0,33.0,8.0,0.0,0.0,0.0,0.0
3005110014,59 SEABRING STREET,10000.0,M1-1,Industrial & Manufacturing,,30.0,10000.0,0.0,3.0,16.0,50.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0
3005760039,66 DIKEMAN STREET,1680.0,R5,Mixed Residential & Commercial Buildings,,30.0,0.0,2100.0,0.0,0.0,0.0,2.0,5.0,22.0,8.0,0.0,2.0,0.0,2.0
3005770052,50 DIKEMAN STREET,2500.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,33.0,8.0,0.0,0.0,0.0,0.0
3005960045,165 COFFEY STREET,1667.0,M1-1,One & Two Family Buildings,,30.0,1667.0,0.0,0.0,2.0,8.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3006230062,728 COURT STREET,48750.0,M3-1,Industrial & Manufacturing,,60.0,97500.0,0.0,32.0,162.0,487.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0
3005750035,130 DIKEMAN STREET,2500.0,R5,Vacant Land,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3006140150,597 COLUMBIA STREET,387038.0,PARK,Open Space & Outdoor Recreation,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005880030,138A DWIGHT STREET,6000.0,M1-1,Industrial & Manufacturing,,30.0,6000.0,0.0,2.0,10.0,30.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,2.0
3005180023,54 RICHARDS STREET,11078.0,M1-1,Industrial & Manufacturing,,30.0,11078.0,0.0,3.0,18.0,55.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005040050,100 HAMILTON AVENUE,79500.0,M1-1,Open Space & Outdoor Recreation,,30.0,79500.0,0.0,26.0,132.0,397.0,0.0,0.0,15.0,0.0,0.0,46.0,0.0,46.0
3005220001,251 VAN BRUNT STREET,2250.0,M1-1,Mixed Residential & Commercial Buildings,,30.0,2250.0,0.0,0.0,3.0,11.0,0.0,0.0,45.0,5.0,0.0,1.0,0.0,1.0
3005040020,140 HAMILTON AVENUE,16836.0,M1-1,Commercial & Office Buildings,,30.0,16836.0,0.0,5.0,28.0,84.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
3005760044,74 DIKEMAN STREET,2100.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2625.0,0.0,0.0,0.0,3.0,8.0,33.0,8.0,0.0,0.0,0.0,0.0
3004900001,625 COURT STREET,7000.0,M3-1,Commercial & Office Buildings,,60.0,14000.0,0.0,4.0,23.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,50.0,50.0
3005110016,53 SEABRING STREET,15000.0,M1-1,Industrial & Manufacturing,,30.0,15000.0,0.0,5.0,25.0,75.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,6.0
3005770025,15 WOLCOTT STREET,2000.0,R5,One & Two Family Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,5.0,0.0,0.0,0.0,0.0
3005340010,421 COLUMBIA STREET,1670.0,R5,Mixed Residential & Commercial Buildings,,30.0,0.0,2087.5,0.0,0.0,0.0,2.0,5.0,44.0,16.0,0.0,2.0,0.0,2.0
3004940001,643 COURT STREET,60000.0,M3-1,Industrial & Manufacturing,,60.0,120000.0,0.0,40.0,200.0,600.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005260027,690 HENRY STREET,1638.0,M1-1,,,30.0,1638.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005870036,76 COFFEY STREET,2480.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,3100.0,0.0,0.0,0.0,4.0,10.0,33.0,8.0,0.0,0.0,0.0,0.0
3005180039,70 DELAVAN STREET,2500.0,M1-1,Industrial & Manufacturing,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005300009,93 VERONA STREET,537.0,R5,Parking Facilities,,30.0,0.0,671.25,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
3005890007,149 DWIGHT STREET,1875.0,M1-1,One & Two Family Buildings,,30.0,1875.0,0.0,0.0,3.0,9.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3006110025,500 VAN BRUNT STREET,48800.0,M1-1/R5,,,60.0,48800.0,61000.0,16.0,81.0,244.0,80.0,218.0,0.0,0.0,0.0,96.0,0.0,96.0
3005050039,340 COLUMBIA STREET,37000.0,M1-1,Transportation & Utility,,30.0,37000.0,0.0,12.0,61.0,185.0,0.0,0.0,15.0,0.0,0.0,58.0,125.0,183.0
3005110006,207 VAN BRUNT STREET,6750.0,M1-1,Industrial & Manufacturing,,30.0,6750.0,0.0,2.0,11.0,33.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,7.0
3005290033,294 VAN BRUNT STREET,1800.0,M2-1,Mixed Residential & Commercial Buildings,,60.0,3600.0,0.0,1.0,6.0,18.0,0.0,0.0,45.0,5.0,0.0,2.0,0.0,2.0
3005310007,277 VAN BRUNT STREET,1575.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1575.0,1968.75,0.0,2.0,7.0,2.0,5.0,33.0,5.0,0.0,1.0,0.0,1.0
3005620025,168 CENTRE STREET,2500.0,M1-1,Transportation & Utility,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005850038,162 COFFEY STREET,1000.0,M1-1,One & Two Family Buildings,,30.0,1000.0,0.0,0.0,1.0,5.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0
3005300008,253 VAN BRUNT STREET,1713.0,R5,Mixed Residential & Commercial Buildings,,30.0,0.0,2141.25,0.0,0.0,0.0,2.0,5.0,44.0,16.0,0.0,2.0,0.0,2.0
3005350035,720 HENRY STREET,1680.0,M1-1,Parking Facilities,,30.0,1680.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005850048,182 COFFEY STREET,2000.0,M1-1,One & Two Family Buildings,,30.0,2000.0,0.0,0.0,3.0,10.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3005870023,75 DIKEMAN STREET,2500.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,33.0,8.0,0.0,0.0,0.0,0.0
3005880038,42 COFFEY STREET,2000.0,M1-1,Industrial & Manufacturing,,30.0,2000.0,0.0,0.0,3.0,10.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0
3005310022,71 VISITATION PLACE,10000.0,R6,Multi-Family Walk-Up Buildings,,70.0,0.0,24300.0,0.0,0.0,0.0,31.0,84.0,33.0,27.0,0.0,0.0,0.0,0.0
3005770048,42 DIKEMAN STREET,2500.0,R5,One & Two Family Buildings,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,22.0,5.0,0.0,0.0,0.0,0.0
3005850018,171 DIKEMAN STREET,2000.0,M1-1,One & Two Family Buildings,,30.0,2000.0,0.0,0.0,3.0,10.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0
3005260022,72 NELSON STREET,2375.0,M1-1,Multi-Family Walk-Up Buildings,,30.0,2375.0,0.0,0.0,3.0,11.0,0.0,0.0,60.0,21.0,0.0,0.0,0.0,0.0
3005460008,295 VAN BRUNT STREET,1219.0,R5,Vacant Land,C1-3,30.0,1219.0,1523.75,0.0,2.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3006100009,243 CONOVER STREET,8400.0,M1-1/R5,Industrial & Manufacturing,,60.0,8400.0,10500.0,2.0,14.0,42.0,13.0,35.0,33.0,0.0,3.0,0.0,0.0,3.0
3005460018,111 PIONEER STREET,5875.0,R5,Industrial & Manufacturing,,30.0,0.0,7343.75,0.0,0.0,0.0,9.0,24.0,22.0,0.0,2.0,0.0,0.0,2.0
3005720001,183 LORRAINE STREET,103000.0,M1-1,Industrial & Manufacturing,,30.0,103000.0,0.0,34.0,171.0,515.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
3005880039,44 COFFEY STREET,2500.0,M1-1,One & Two Family Buildings,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0
3005310038,94 PIONEER STREET,1667.0,R5,One & Two Family Buildings,,30.0,0.0,2083.75,0.0,0.0,0.0,2.0,5.0,22.0,5.0,0.0,0.0,0.0,0.0
3005390004,777 HICKS STREET,2500.0,R5,Vacant Land,C1-2,30.0,2500.0,3125.0,0.0,4.0,12.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3005990030,42 VAN DYKE STREET,2500.0,M1-1,,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005890009,143 DWIGHT STREET,1875.0,M1-1,Vacant Land,,30.0,1875.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005290001,163 IMLAY STREET,28150.0,M2-1,Public Facilities & Institutions,,60.0,56300.0,0.0,18.0,93.0,281.0,0.0,0.0,30.0,0.0,0.0,46.0,0.0,46.0
3005540012,209 KING STREET,5000.0,M2-1,Parking Facilities,,60.0,10000.0,0.0,3.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005180043,78 DELAVAN STREET,2500.0,M1-1,Commercial & Office Buildings,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0,22.0
3005310032,82 PIONEER STREET,1667.0,R5,One & Two Family Buildings,,30.0,0.0,2083.75,0.0,0.0,0.0,2.0,5.0,22.0,5.0,0.0,0.0,0.0,0.0
3005190005,37 COMMERCE STREET,18900.0,M1-1,Industrial & Manufacturing,,30.0,18900.0,0.0,6.0,31.0,94.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0
3005360001,721 HENRY STREET,2057.0,R5,Mixed Residential & Commercial Buildings,,30.0,0.0,2571.25,0.0,0.0,0.0,3.0,8.0,44.0,16.0,0.0,2.0,0.0,2.0
3005760003,357 VAN BRUNT STREET,1658.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1658.0,2072.5,0.0,2.0,8.0,2.0,5.0,33.0,5.0,0.0,1.0,0.0,1.0
3005180040,72 DELAVAN STREET,2500.0,M1-1,Industrial & Manufacturing,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,2.0
3005760045,76 DIKEMAN STREET,2100.0,R5,One & Two Family Buildings,,30.0,0.0,2625.0,0.0,0.0,0.0,3.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0
3005620026,582 COURT STREET,2140.0,M1-1,Commercial & Office Buildings,,30.0,2140.0,0.0,0.0,3.0,10.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0
3006000101,1 VAN DYKE STREET,7500.0,M1-1,,,30.0,7500.0,0.0,2.0,12.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005290035,298 VAN BRUNT STREET,1800.0,R5,One & Two Family Buildings,C1-3,30.0,1800.0,2250.0,0.0,3.0,9.0,2.0,5.0,22.0,2.0,0.0,0.0,0.0,0.0
3005960027,202 VAN DYKE STREET,36320.0,M1-1,Industrial & Manufacturing,,30.0,36320.0,0.0,12.0,60.0,181.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005870145,92 COFFEY STREET,4600.0,R6,Multi-Family Walk-Up Buildings,,70.0,0.0,11178.0,0.0,0.0,0.0,14.0,38.0,33.0,32.0,0.0,0.0,0.0,0.0
3005210001,727 HICKS STREET,23000.0,M1-1,,,30.0,23000.0,0.0,7.0,38.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005860039,146 COFFEY STREET,2000.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,8.0,0.0,0.0,0.0,0.0
3005170031,246 VAN BRUNT STREET,1605.0,M2-1,Multi-Family Walk-Up Buildings,,60.0,3210.0,0.0,1.0,5.0,16.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0
3005140021,236 WOLCOTT STREET,47000.0,M2-1,Transportation & Utility,,60.0,94000.0,0.0,31.0,156.0,470.0,0.0,0.0,15.0,0.0,0.0,3.0,5.0,8.0
3005290034,296 VAN BRUNT STREET,1800.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1800.0,2250.0,0.0,3.0,9.0,2.0,5.0,22.0,2.0,0.0,2.0,0.0,2.0
3005560010,311 VAN BRUNT STREET,1205.0,R5,Multi-Family Walk-Up Buildings,C1-3,30.0,1205.0,1506.25,0.0,2.0,6.0,1.0,2.0,44.0,10.0,0.0,0.0,0.0,0.0
3005650022,362 VAN BRUNT STREET,6750.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,6750.0,8437.5,2.0,11.0,33.0,11.0,30.0,44.0,32.0,0.0,2.0,0.0,2.0
3005950001,238 CONOVER STREET,12800.0,M2-1,Industrial & Manufacturing,,60.0,25600.0,0.0,8.0,42.0,128.0,0.0,0.0,30.0,0.0,4.0,0.0,25.0,29.0
3005310008,275 VAN BRUNT STREET,1225.0,R5,Multi-Family Walk-Up Buildings,C1-3,30.0,1225.0,1531.25,0.0,2.0,6.0,2.0,5.0,33.0,8.0,0.0,0.0,0.0,0.0
3005770017,31 WOLCOTT STREET,1933.0,R5,One & Two Family Buildings,,30.0,0.0,2416.25,0.0,0.0,0.0,3.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0
3005860035,138 COFFEY STREET,2000.0,R5,One & Two Family Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0
3005860026,400 VAN BRUNT STREET,2250.0,R5,One & Two Family Buildings,C1-3,30.0,2250.0,2812.5,0.0,3.0,11.0,3.0,8.0,33.0,5.0,0.0,0.0,0.0,0.0
3005870026,69 DIKEMAN STREET,1600.0,R5,One & Two Family Buildings,,30.0,0.0,2000.0,0.0,0.0,0.0,2.0,5.0,22.0,2.0,0.0,0.0,0.0,0.0
3005450017,144 KING STREET,14355.0,M2-1,Industrial & Manufacturing,C1-3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0
3005620004,615 CLINTON STREET,16333.0,R5,Public Facilities & Institutions,C1-3,30.0,16333.0,20416.25,5.0,27.0,81.0,26.0,70.0,11.0,0.0,0.0,11.0,0.0,11.0
3005970005,213 CONOVER STREET,1600.0,M1-1/R5,One & Two Family Buildings,,60.0,1600.0,2000.0,0.0,2.0,8.0,2.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0
3005970001,221 CONOVER STREET,3200.0,M1-1/R5,Mixed Residential & Commercial Buildings,,60.0,3200.0,4000.0,1.0,5.0,16.0,5.0,13.0,33.0,10.0,0.0,0.0,14.0,14.0
3005900032,528 COLUMBIA STREET,10000.0,M1-1,Industrial & Manufacturing,,30.0,10000.0,0.0,3.0,16.0,50.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3006030024,432 VAN BRUNT STREET,1800.0,M1-1/R5,Mixed Residential & Commercial Buildings,,60.0,1800.0,2250.0,0.0,3.0,9.0,2.0,5.0,44.0,2.0,0.0,0.0,0.0,0.0
3005650027,114 WOLCOTT STREET,2375.0,R5,Multi-Family Walk-Up Buildings,C1-3,30.0,2375.0,2968.75,0.0,3.0,11.0,3.0,8.0,40.37,8.0,0.0,0.0,0.0,0.0
3005980039,90 VAN DYKE STREET,2550.0,M1-1,,,30.0,2550.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006030015,151 VAN DYKE STREET,2000.0,M1-1/R5,One & Two Family Buildings,,60.0,2000.0,2500.0,0.0,3.0,10.0,3.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0
3005310054,126 PIONEER STREET,1667.0,R5,One & Two Family Buildings,C1-3,30.0,1667.0,2083.75,0.0,2.0,8.0,2.0,5.0,22.0,5.0,0.0,0.0,0.0,0.0
3005260029,692 HENRY STREET,2388.0,M1-1,Multi-Family Walk-Up Buildings,,30.0,2388.0,0.0,0.0,3.0,11.0,0.0,0.0,60.0,21.0,0.0,0.0,0.0,0.0
3005220005,241 VAN BRUNT STREET,2250.0,M1-1,One & Two Family Buildings,,30.0,2250.0,0.0,0.0,3.0,11.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0
3005950300,185 VAN DYKE STREET,162812.0,M2-1,Industrial & Manufacturing,,60.0,325624.0,0.0,108.0,542.0,1628.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
3005170025,234 VAN BRUNT STREET,990.0,M2-1,Multi-Family Walk-Up Buildings,,60.0,1980.0,0.0,0.0,3.0,9.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0
3005220002,249 VAN BRUNT STREET,2250.0,M1-1,One & Two Family Buildings,,30.0,2250.0,0.0,0.0,3.0,11.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3005310012,101 VISITATION PLACE,1475.0,R5,Commercial & Office Buildings,C1-3,30.0,1475.0,1843.75,0.0,2.0,7.0,2.0,5.0,22.0,0.0,0.0,0.0,12.0,12.0
3005460021,109 PIONEER STREET,1667.0,R5,One & Two Family Buildings,,30.0,0.0,2083.75,0.0,0.0,0.0,2.0,5.0,22.0,5.0,0.0,0.0,0.0,0.0
3005300005,259 VAN BRUNT STREET,2250.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2812.5,0.0,0.0,0.0,3.0,8.0,44.0,21.0,0.0,0.0,0.0,0.0
3005340015,16 HUNTINGTON STREET,2000.0,R5,One & Two Family Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3005200008,379 COLUMBIA STREET,5000.0,M1-1,Mixed Residential & Commercial Buildings,,30.0,5000.0,0.0,1.0,8.0,25.0,0.0,0.0,60.0,16.0,0.0,2.0,0.0,2.0
3005310010,271 VAN BRUNT STREET,1243.0,R5,Multi-Family Walk-Up Buildings,C1-3,30.0,1243.0,1553.75,0.0,2.0,6.0,2.0,5.0,33.0,8.0,0.0,0.0,0.0,0.0
3005560039,64 SULLIVAN STREET,2000.0,R5,Transportation & Utility,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0
3005770047,40 DIKEMAN STREET,2000.0,R5,One & Two Family Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,22.0,5.0,0.0,0.0,0.0,0.0
3006100033,10 REED STREET,8000.0,M1-1/R5,,,60.0,8000.0,10000.0,2.0,13.0,40.0,13.0,35.0,11.0,0.0,0.0,1.0,0.0,1.0
3005170030,244 VAN BRUNT STREET,1605.0,M2-1,Multi-Family Walk-Up Buildings,,60.0,3210.0,0.0,1.0,5.0,16.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0
3005640042,164 WOLCOTT STREET,3000.0,M2-1,Industrial & Manufacturing,,60.0,6000.0,0.0,2.0,10.0,30.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0
3005960047,161 COFFEY STREET,1667.0,M1-1,One & Two Family Buildings,,30.0,1667.0,0.0,0.0,2.0,8.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0
3005770002,181 RICHARDS STREET,2040.0,R5,One & Two Family Buildings,,30.0,0.0,2550.0,0.0,0.0,0.0,3.0,8.0,33.0,2.0,0.0,0.0,0.0,0.0
3005880018,39 DIKEMAN STREET,4000.0,R5,One & Two Family Buildings,,30.0,0.0,5000.0,0.0,0.0,0.0,6.0,16.0,22.0,5.0,0.0,0.0,0.0,0.0
3005750016,113 WOLCOTT STREET,2500.0,R5,Vacant Land,C1-3,30.0,2500.0,3125.0,0.0,4.0,12.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3005170020,99 COMMERCE STREET,2380.0,M2-1,Industrial & Manufacturing,,60.0,4760.0,0.0,1.0,7.0,23.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,5.0
3005870016,89 DIKEMAN STREET,2500.0,R5,One & Two Family Buildings,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,33.0,5.0,0.0,0.0,0.0,0.0
3005990035,52 VAN DYKE STREET,2500.0,M1-1,One & Two Family Buildings,,30.0,2500.0,0.0,0.0,4.0,12.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3005340023,32 HUNTINGTON STREET,2500.0,R5,One & Two Family Buildings,,30.0,0.0,3125.0,0.0,0.0,0.0,4.0,10.0,22.0,5.0,0.0,0.0,0.0,0.0
3005520029,159 CENTRE STREET,1563.0,M1-1,Commercial & Office Buildings,,30.0,1563.0,0.0,0.0,2.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005770042,30 DIKEMAN STREET,2000.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,8.0,0.0,0.0,0.0,0.0
3005170029,242 VAN BRUNT STREET,1605.0,M2-1,Multi-Family Walk-Up Buildings,,60.0,3210.0,0.0,1.0,5.0,16.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0
3005140001,44 FERRIS STREET,50000.0,M2-1,Parking Facilities,,60.0,100000.0,0.0,33.0,166.0,500.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0
3005770046,38 DIKEMAN STREET,2000.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,10.0,0.0,0.0,0.0,0.0
3005970015,131 COFFEY STREET,2000.0,R5,Multi-Family Walk-Up Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,8.0,0.0,0.0,0.0,0.0
3005120043,376 COLUMBIA STREET,1548.0,M1-1,Multi-Family Walk-Up Buildings,,30.0,1548.0,0.0,0.0,2.0,7.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0
3005560128,93 KING STREET,1000.0,R5,One & Two Family Buildings,,30.0,0.0,1250.0,0.0,0.0,0.0,1.0,2.0,33.0,2.0,0.0,0.0,0.0,0.0
3005760032,176 RICHARDS STREET,840.0,R5,Mixed Residential & Commercial Buildings,,30.0,0.0,1050.0,0.0,0.0,0.0,1.0,2.0,22.0,2.0,0.0,1.0,0.0,1.0
3005130018,204 HAMILTON AVENUE,5483.0,M1-1,Transportation & Utility,,30.0,5483.0,0.0,1.0,9.0,27.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
3005900001,41 OTSEGO STREET,42000.0,M1-1,Parking Facilities,,30.0,42000.0,0.0,14.0,70.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005350034,718 HENRY STREET,1680.0,M1-1,Parking Facilities,,30.0,1680.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005740031,200 CONOVER STREET,2500.0,M2-1,One & Two Family Buildings,,60.0,5000.0,0.0,1.0,8.0,25.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0
3005770041,28 DIKEMAN STREET,2000.0,R5,One & Two Family Buildings,,30.0,0.0,2500.0,0.0,0.0,0.0,3.0,8.0,33.0,5.0,0.0,0.0,0.0,0.0
3006100042,26 REED STREET,2000.0,M1-1/R5,Industrial & Manufacturing,,60.0,2000.0,2500.0,0.0,3.0,10.0,3.0,8.0,22.0,0.0,0.0,0.0,4.0,4.0
3005850112,179 DIKEMAN STREET,2700.0,M1-1,Parking Facilities,,30.0,2700.0,0.0,0.0,4.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005870005,373 VAN BRUNT STREET,1900.0,R5,Mixed Residential & Commercial Buildings,C1-3,30.0,1900.0,2375.0,0.0,3.0,9.0,3.0,8.0,33.0,2.0,0.0,1.0,0.0,1.0
3005170026,236 VAN BRUNT STREET,1605.0,M2-1,Parking Facilities,,60.0,3210.0,0.0,1.0,5.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
3005850046,178 COFFEY STREET,2000.0,M1-1,Multi-Family Walk-Up Buildings,,30.0,2000.0,0.0,0.0,3.0,10.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0
3005080038,62 SEABRING STREET,3856.0,M1-1,Industrial & Manufacturing,,30.0,3856.0,0.0,1.0,6.0,19.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,2.0
